Timestamp; Position; ID
0;(0.00000000, 0.00000000, 0.00000000);0
0.02;(0.00000000, 0.00000000, 0.00000000);1
0.04;(0.00000000, 0.00000000, 0.00000000);2
0.06;(0.00000000, 0.00000000, 0.00000000);3
0.08;(0.00000000, 0.00000000, 0.00000000);4
0.09999999;(0.00000000, 0.00000000, 0.00000000);5
0.12;(0.00000000, 0.00000000, 0.00000000);6
0.14;(-0.06971614, 1.68008400, 0.10745120);7
0.16;(-0.06971614, 1.68008400, 0.10745120);8
0.18;(-0.06989590, 1.68065000, 0.10477750);9
0.2;(-0.06999918, 1.68082700, 0.10435570);10
0.22;(-0.07039236, 1.68156500, 0.10364390);11
0.24;(-0.07081815, 1.68228200, 0.10311440);12
0.26;(-0.07142700, 1.68287400, 0.10268100);13
0.28;(-0.07237423, 1.68353700, 0.10231840);14
0.3;(-0.07287537, 1.68396900, 0.10228780);15
0.32;(-0.07394209, 1.68489400, 0.10253750);16
0.34;(-0.07520172, 1.68607000, 0.10322090);17
0.36;(-0.07674152, 1.68712200, 0.10420480);18
0.38;(-0.07847568, 1.68876300, 0.10563340);19
0.4;(-0.07931706, 1.68948100, 0.10655230);20
0.42;(-0.08113798, 1.69094800, 0.10878110);21
0.44;(-0.08304632, 1.69264100, 0.11168890);22
0.46;(-0.08470893, 1.69452600, 0.11504780);23
0.48;(-0.08648884, 1.69602200, 0.11913720);24
0.5;(-0.08754733, 1.69624100, 0.12143560);25
0.52;(-0.08964190, 1.69531800, 0.12612620);26
0.54;(-0.09221902, 1.69303600, 0.13118320);27
0.56;(-0.09527200, 1.69103100, 0.13702930);28
0.58;(-0.09909913, 1.68929700, 0.14453580);29
0.6;(-0.10126450, 1.68875500, 0.14867550);30
0.62;(-0.10612130, 1.68559100, 0.15745600);31
0.64;(-0.11130690, 1.68089500, 0.16565400);32
0.66;(-0.11641200, 1.67506700, 0.17367050);33
0.68;(-0.12142010, 1.66756000, 0.18171430);34
0.7;(-0.12395680, 1.66380500, 0.18528550);35
0.72;(-0.12899330, 1.65254800, 0.19393980);36
0.74;(-0.13374810, 1.64153000, 0.20199870);37
0.76;(-0.13876780, 1.63005800, 0.21150210);38
0.78;(-0.14142230, 1.62387500, 0.21684840);39
0.8;(-0.14613640, 1.60991900, 0.22658330);40
0.82;(-0.15047150, 1.59357400, 0.23549710);41
0.84;(-0.15477260, 1.57406000, 0.24446810);42
0.86;(-0.15845330, 1.55190600, 0.25229400);43
0.88;(-0.16083500, 1.52874800, 0.25888610);44
0.9;(-0.16150160, 1.51616500, 0.26218690);45
