PosX;PosY;PosZ
0.07010572;0.9436324;-0.1118978
0.07013412;0.9589691;-0.1110683
0.06965946;0.9916952;-0.1101905
0.06944377;1.00993;-0.1104887
0.06923383;1.029004;-0.1107445
0.06878547;1.069884;-0.1118436
0.06887732;1.091847;-0.1128591
0.06908134;1.139355;-0.1156686
0.06951291;1.163558;-0.1178213
0.07108685;1.21307;-0.123435
0.07208105;1.238362;-0.1268511
0.0737556;1.290538;-0.13417
0.0745125;1.317085;-0.1376545
0.07566506;1.343892;-0.1414349
0.07752593;1.397188;-0.1492717
0.07835214;1.424093;-0.1533063
0.08021218;1.477357;-0.1612932
0.0812559;1.503101;-0.1657228
0.08332065;1.552081;-0.1752866
0.08434486;1.576252;-0.1801304
0.08543357;1.60001;-0.1847344
0.08764716;1.644858;-0.1937497
0.08905272;1.664956;-0.1985347
0.09204568;1.69997;-0.208589
0.09368234;1.71363;-0.2136452
0.09700608;1.736471;-0.2237225
0.09833451;1.74445;-0.2284838
0.1006947;1.754786;-0.2374295
0.101956;1.757285;-0.2416739
0.1029522;1.758137;-0.2453803
0.1044827;1.755943;-0.2514651
0.1048933;1.753852;-0.2538981
0.1056804;1.750535;-0.2574604
0.1060764;1.750809;-0.2589913
0.1069376;1.750895;-0.2598075
0.1072911;1.750493;-0.2596245
0.107094;1.750407;-0.2594152
0.1064471;1.75026;-0.258114
0.1059684;1.74935;-0.2567633
0.1042563;1.743779;-0.254023
0.1032337;1.738635;-0.2523436
0.1012354;1.72478;-0.2482228
0.100133;1.715486;-0.2461005
0.0990219;1.704892;-0.2438068
0.09712142;1.678822;-0.2391043
0.09617224;1.66255;-0.2368776
0.09440523;1.626781;-0.2312956
0.09375723;1.608658;-0.2285196
0.09224164;1.568336;-0.2220071
0.09132881;1.547147;-0.2184968
0.08946414;1.500791;-0.2116631
0.08849781;1.476783;-0.207966
0.08739786;1.45314;-0.2041711
0.08471809;1.403283;-0.1958533
0.08324531;1.37734;-0.191786
0.07997876;1.326178;-0.1830662
0.07833895;1.301358;-0.178123
0.07515722;1.251083;-0.1686843
0.0734949;1.226318;-0.164692
0.07019364;1.175506;-0.158404
0.0684456;1.151792;-0.1557754
0.0669813;1.128358;-0.1527668
0.06455556;1.082769;-0.146748
0.06391102;1.060562;-0.1442462
0.06327858;1.01708;-0.1398179
0.062801;0.9971167;-0.137997
0.06240346;0.9779372;-0.1355625
0.06290231;0.9429665;-0.1329541
0.06355076;0.9288525;-0.132565
0.06371317;0.9056645;-0.1295406
0.06330376;0.8986777;-0.1274203
0.06346884;0.8943292;-0.1253433
0.06335233;0.8982804;-0.1242944
0.06290206;0.9127281;-0.1193773
0.0631782;0.9236503;-0.1168564
0.06372105;0.9356706;-0.1149227
0.06458553;0.9640498;-0.1113225
0.06551666;0.9798413;-0.1096229
0.06581858;1.012528;-0.1065858
0.06603834;1.030495;-0.1060607
0.06628948;1.069654;-0.1053233
0.06602252;1.090393;-0.1052722
0.06584562;1.134225;-0.1071073
0.06575158;1.157526;-0.1083224
0.06578709;1.181579;-0.1099485
0.0658801;1.229586;-0.1142408
0.06597104;1.254835;-0.1168757
0.0665767;1.306366;-0.1226434
0.06694534;1.332127;-0.1257039
0.06779835;1.384326;-0.1326531
0.0681657;1.410653;-0.1360091
0.06861397;1.436918;-0.139642
0.06976157;1.487738;-0.1470897
0.07050908;1.512308;-0.1509605
0.07167177;1.559941;-0.15874
0.07236625;1.583238;-0.16269
0.07398135;1.626204;-0.1704371
0.07491377;1.645912;-0.1745492
0.07587352;1.663983;-0.1787243
0.0777303;1.696742;-0.1866527
0.07878383;1.709864;-0.1907529
0.08070157;1.731533;-0.1996712
0.0816986;1.738832;-0.2038843
0.08359654;1.747643;-0.2128632
0.08437272;1.74909;-0.2166716
0.08605283;1.747909;-0.2247935
0.08668258;1.745928;-0.2279501
0.08719333;1.744319;-0.2307594
0.08805156;1.74474;-0.2350385
0.08808162;1.746184;-0.2365848
0.08714367;1.746511;-0.2373304
0.08672424;1.745615;-0.2374384
0.08534059;1.739803;-0.2368193
0.08457202;1.734318;-0.2361896
0.08296297;1.718128;-0.2343958
0.0820434;1.707556;-0.2335136
0.08129353;1.695515;-0.232448
0.07934334;1.668597;-0.2298115
0.07835507;1.654059;-0.2284187
0.0762687;1.621393;-0.2239939
0.07532394;1.604139;-0.2214521
0.07303292;1.566578;-0.215747
0.07181635;1.545873;-0.2127787
0.07067844;1.523984;-0.2095879
0.068276;1.479487;-0.2033859
0.06674901;1.456674;-0.1999896
0.06374297;1.411494;-0.1930093
0.06233963;1.388132;-0.1889145
0.05977694;1.340703;-0.1807578
0.05877694;1.316378;-0.1767798
0.05789454;1.291879;-0.1729121
0.05624282;1.242684;-0.1657509
0.05562107;1.218025;-0.1623289
0.05441689;1.170981;-0.1559776
0.05423171;1.14733;-0.1525294
0.05434482;1.100867;-0.1462374
0.05427022;1.078389;-0.1435321
0.05451825;1.035306;-0.1387116
0.0551682;1.015125;-0.1364607
0.05568713;0.9966297;-0.1348829
0.05662549;0.9602267;-0.1318551
0.05736448;0.9437383;-0.1305672
0.05897049;0.9161083;-0.1285895
0.05982734;0.9062021;-0.1277891
0.06170184;0.8954447;-0.1263949
0.06274333;0.895491;-0.1256263
0.06359403;0.8981508;-0.1246159
0.06498294;0.9123622;-0.1215729
0.06584704;0.9230366;-0.1198544
0.06716151;0.9475473;-0.1162718
0.0674467;0.9617212;-0.1144871
0.0683194;0.9923252;-0.1112044
0.06853195;1.008212;-0.1097362
0.06863849;1.025311;-0.1086548
0.06883756;1.062747;-0.1076174
0.06888353;1.083006;-0.1078863
0.06884143;1.125326;-0.1098128
0.06879941;1.1477;-0.1112913
0.06986398;1.194289;-0.1156959
0.0702402;1.218217;-0.1186795
0.0715184;1.266847;-0.125456
0.07222962;1.291543;-0.1290514
0.07292751;1.316452;-0.1327755
0.07486066;1.366249;-0.1407884
0.07590099;1.390793;-0.1449284
0.07798284;1.439982;-0.1538891
0.07896882;1.464312;-0.158411
0.08091737;1.511151;-0.1678164
0.08180439;1.533727;-0.1726259
0.08272398;1.555679;-0.1773811
0.08438011;1.59712;-0.1871121
0.08525836;1.61619;-0.1918993
0.08691756;1.651363;-0.2010425
0.08776402;1.667131;-0.2054716
0.08904707;1.69517;-0.2135725
0.08978274;1.707073;-0.2174436
0.09153891;1.725878;-0.2250066
0.09205725;1.733172;-0.2286936
0.09247892;1.739415;-0.2322983
0.09322642;1.747724;-0.2392337
0.09370615;1.750366;-0.2426623
0.09439466;1.751177;-0.2487441
0.09461936;1.750258;-0.2514584
0.09464765;1.748231;-0.2564234
0.09445782;1.74792;-0.2585102
0.09419436;1.747542;-0.2600863
0.09336896;1.74628;-0.2623276
0.09271501;1.746577;-0.2629831
0.0912782;1.748296;-0.2631851
0.09043474;1.748968;-0.2626555
0.08790261;1.747256;-0.2606487
0.08658417;1.744923;-0.2594523
0.0852585;1.741546;-0.2580074
0.08268079;1.73179;-0.2551242
0.08139248;1.725168;-0.2534963
0.0790097;1.70906;-0.2502241
0.07793916;1.698601;-0.2481801
0.07603236;1.674656;-0.2432692
0.07544059;1.661798;-0.2407968
0.07439568;1.632488;-0.2344819
0.07415742;1.617425;-0.2314277
0.07397494;1.600166;-0.2279582
0.07353848;1.562608;-0.2201641
0.07351837;1.54353;-0.2163094
0.07304489;1.502712;-0.2073743
0.07274219;1.481587;-0.2028957
0.07203693;1.438041;-0.1934368
0.07163644;1.415953;-0.1885262
0.07131587;1.393366;-0.183703
0.07100318;1.346235;-0.1745583
0.07071552;1.322667;-0.1700855
0.07059694;1.275227;-0.1616725
0.07080619;1.251422;-0.1576415
0.0712149;1.227801;-0.154108
0.07169761;1.180746;-0.1466948
0.07260879;1.134928;-0.1400228
0.07324628;1.112973;-0.1373289
0.07379793;1.09111;-0.1348
0.07537326;1.049269;-0.1308502
0.07635781;1.029029;-0.1290112
0.07770497;0.9908282;-0.1254863
0.07803568;0.9734444;-0.1238658
0.07993128;0.9457057;-0.1220199
0.0811741;0.9328364;-0.1215904
0.08215807;0.9204255;-0.1210058
0.08369508;0.9035677;-0.1199196
0.0844696;0.9014586;-0.1191111
0.0863507;0.9024425;-0.1172796
0.08702785;0.9065478;-0.1164645
0.08789662;0.9223071;-0.1145002
0.08851553;0.9331481;-0.1135502
0.08882481;0.9444273;-0.1126703
0.08951309;0.9696325;-0.1118232
0.08987332;0.9837127;-0.1117315
0.09055412;1.014501;-0.1118025
0.09095577;1.030939;-0.1117448
0.09196919;1.066829;-0.1124019
0.09247401;1.085994;-0.1131203
0.0940909;1.12597;-0.1157485
0.09498253;1.146789;-0.1174619
0.09573527;1.16826;-0.1194238
0.09704247;1.213288;-0.1238366
0.09795912;1.236404;-0.1265732
0.09942283;1.282995;-0.1324805
0.100088;1.306537;-0.1356356
0.1011889;1.353843;-0.1417511
0.101743;1.376856;-0.1447376
0.1024521;1.423095;-0.1509242
0.1026772;1.4461;-0.1539053
0.1029616;1.469144;-0.1571139
0.1034429;1.512678;-0.1633401
0.1036407;1.533743;-0.1668798
0.1040128;1.574153;-0.1738998
0.1043158;1.593575;-0.1773768
0.1049656;1.629265;-0.1847199
0.1053747;1.64536;-0.1884372
0.1059261;1.660085;-0.1922137
0.1071193;1.685914;-0.1998164
0.1078995;1.696803;-0.2033867
0.1099284;1.71483;-0.2108817
0.1110527;1.721903;-0.2145181
0.1138921;1.732342;-0.2215107
0.1155831;1.735369;-0.2253569
0.1176171;1.737436;-0.2288353
0.1218901;1.739141;-0.235133
0.12455;1.73944;-0.2379366
0.1305754;1.739796;-0.2432521
0.1339052;1.739701;-0.2454357
0.1375108;1.739268;-0.2474937
0.1455311;1.738055;-0.2516604
0.1500178;1.737306;-0.253772
0.1593789;1.735228;-0.2581111
0.1642249;1.734349;-0.2601866
0.1744049;1.732342;-0.264638
0.1799397;1.731486;-0.2670634
0.191523;1.729705;-0.2720208
0.1974572;1.728668;-0.274629
0.2094712;1.726741;-0.2799968
0.2153067;1.72575;-0.2826093
0.2209936;1.724491;-0.2854796
0.2317446;1.721286;-0.2906054
0.2365026;1.71958;-0.2927183
0.2459086;1.71579;-0.2957703
0.2507894;1.714438;-0.2966079
0.2609971;1.711708;-0.2965191
0.2662252;1.710697;-0.2958163
0.2715892;1.709808;-0.2946398
0.2826766;1.706659;-0.2912061
0.2883959;1.704746;-0.2893038
0.2998317;1.701349;-0.2848799
0.3058741;1.699297;-0.2820986
0.3192054;1.695246;-0.2766622
0.3261572;1.693064;-0.273977
0.3405237;1.689019;-0.2678289
0.3479708;1.686589;-0.2647189
0.3552139;1.684285;-0.2625298
0.3700005;1.679994;-0.2582203
0.3770307;1.677123;-0.2561476
0.3893372;1.671759;-0.2523073
0.3948968;1.670547;-0.250199
0.4050504;1.666131;-0.247121
0.4093236;1.664085;-0.2458757
0.4137457;1.662304;-0.2443588
0.4220685;1.658468;-0.2418681
0.4256082;1.656033;-0.2414085
0.4324931;1.652066;-0.2409248
0.4355738;1.65013;-0.2410012
0.4410122;1.646793;-0.2415254
0.4434832;1.645784;-0.2421899
0.4487196;1.64303;-0.2439871
0.4511716;1.641054;-0.2445503
0.4536298;1.639233;-0.2451036
0.4588866;1.636373;-0.2460079
0.4616711;1.634495;-0.2461851
0.4668489;1.630967;-0.2460357
0.4691827;1.629214;-0.2461677
0.4737305;1.626305;-0.2462351
0.4759294;1.625062;-0.2462272
0.4780421;1.623991;-0.2460571
0.4816128;1.621892;-0.2454516
0.483286;1.620829;-0.2451119
0.4863211;1.619308;-0.2443357
0.4874229;1.61873;-0.2440067
0.489598;1.618262;-0.2434428
0.4905962;1.618012;-0.2430834
0.4913324;1.617766;-0.2426953
0.4926025;1.617549;-0.2420462
0.4931135;1.617464;-0.2417006
0.4940559;1.617359;-0.2407427
0.4942906;1.617236;-0.2401412
0.4945816;1.617364;-0.2388833
0.4945544;1.617594;-0.2381631
0.4945097;1.618022;-0.2368656
0.4944344;1.617998;-0.2360955
0.4942546;1.617954;-0.2353577
0.4937719;1.61775;-0.2338396
0.4937427;1.61775;-0.2329096
0.4934499;1.617391;-0.2312122
0.4932852;1.617195;-0.2303762
0.4926676;1.617014;-0.2288512
0.4924612;1.616827;-0.2280021
0.4917252;1.616439;-0.2265847
0.4912919;1.616312;-0.2260121
0.4909106;1.616205;-0.2253689
0.4899646;1.616107;-0.224313
0.4895049;1.615998;-0.2238612
0.4884976;1.616099;-0.2232446
0.4880643;1.616284;-0.222912
0.4869581;1.616544;-0.2222952
0.486483;1.616386;-0.222047
0.4859507;1.616417;-0.2218943
0.4850294;1.616375;-0.2216965
0.4845543;1.616235;-0.2215846
0.4837406;1.61606;-0.2214185
0.4833329;1.615949;-0.2214214
0.4829876;1.615809;-0.2213664
0.4823334;1.615354;-0.2212895
0.4816504;1.615123;-0.2212188
0.4814351;1.615112;-0.2211497
0.4812053;1.61499;-0.2211704
0.4805853;1.614604;-0.2211411
0.4802975;1.614587;-0.2212169
0.4798545;1.614351;-0.2212872
0.4794977;1.614354;-0.2214669
0.4790988;1.614505;-0.2217428
0.4788749;1.614627;-0.2219898
0.4787138;1.614698;-0.2221922
0.4782107;1.614887;-0.2228577
0.4780451;1.615098;-0.2231777
0.477752;1.615266;-0.2239006
0.4776367;1.615265;-0.2244149
0.4775973;1.615309;-0.2253444
0.4775905;1.615318;-0.2257593
0.4775124;1.615396;-0.226272
0.4775388;1.615608;-0.2274012
0.4776248;1.615687;-0.2278539
0.4776952;1.615952;-0.2287406
0.4777374;1.615922;-0.229123
0.4778421;1.615815;-0.2297942
0.477927;1.615905;-0.23
0.4781211;1.615818;-0.230219
0.4785957;1.615465;-0.2307074
0.4788902;1.615266;-0.2309265
0.4795461;1.614902;-0.2313181
0.4799969;1.614595;-0.2313457
0.4808239;1.613774;-0.2316202
0.4813443;1.613455;-0.2317812
0.4823655;1.612546;-0.2319521
0.4826971;1.612018;-0.2319785
0.4830692;1.611528;-0.2319703
0.4838483;1.610948;-0.2320942
0.4842814;1.6106;-0.2320715
0.4848361;1.610004;-0.2320433
0.4851507;1.609868;-0.2319572
0.4857784;1.609352;-0.2318461
0.4860063;1.60909;-0.2317593
0.4862744;1.608837;-0.2317084
0.4868288;1.608522;-0.2315448
0.4869901;1.608402;-0.2315213
0.4874288;1.608015;-0.2314076
0.4875802;1.607871;-0.2313166
0.4877457;1.607709;-0.2312353
0.4881217;1.607442;-0.2310864
0.488262;1.607285;-0.2309166
0.4882668;1.607185;-0.2308341
0.4882903;1.607129;-0.230743
0.4884575;1.607031;-0.2304166
0.4884772;1.606993;-0.2302219
0.4884756;1.606943;-0.229925
0.4884439;1.606942;-0.2298635
0.4884017;1.607039;-0.2297613
0.4884272;1.607084;-0.2296839
0.4884271;1.607101;-0.2296571
0.4884513;1.607129;-0.2296887
0.4884683;1.607116;-0.2297186
0.4883923;1.606922;-0.2298403
0.4883716;1.606853;-0.2298573
0.488407;1.606913;-0.2297822
0.4883455;1.60698;-0.2297692
0.488175;1.607131;-0.2298456
0.488077;1.60729;-0.2298946
0.4880121;1.607484;-0.229989
0.487956;1.607899;-0.2302835
0.4878992;1.608029;-0.2303647
0.487781;1.608257;-0.2304231
0.4877682;1.60829;-0.2304157
0;0;0
0.4876708;1.608339;-0.230451
0.4876413;1.608368;-0.2304404
0.4875675;1.608471;-0.2303367
0.4874909;1.608574;-0.2302643
0.4872907;1.608745;-0.230045
0;0;0
0;0;0
0;0;0
0;0;0
