PosX;PosY;PosZ
0.1453118;1.329217;-0.1144366
0.1464314;1.329499;-0.1142271
0.1474497;1.329605;-0.1139513
0.1494471;1.329348;-0.1134321
0.1504906;1.329084;-0.1131764
0.1524689;1.32826;-0.1124806
0.1533847;1.327772;-0.112146
0.1550642;1.326552;-0.1117748
0.1557993;1.325898;-0.1115236
0.157012;1.324938;-0.1109307
0.1575112;1.324546;-0.1106769
0.157946;1.324193;-0.1104598
0.1588171;1.323223;-0.1100598
0.159182;1.322767;-0.1099131
0.1596508;1.321862;-0.1097741
0.1598382;1.321553;-0.1097563
0.1604544;1.321325;-0.1097662
0.1606751;1.321272;-0.1097785
0.16112;1.321118;-0.1097405
0.1613599;1.32101;-0.1098564
0.1616785;1.320945;-0.109906
0.1622378;1.320989;-0.1099912
0.1625198;1.321113;-0.1100881
0.1631532;1.321458;-0.1102315
0.1634472;1.321655;-0.110337
0.1640369;1.321941;-0.1105099
0.1642188;1.322185;-0.1105648
0.164371;1.32245;-0.1105571
0.1646884;1.322825;-0.1106706
0.1648581;1.322949;-0.1107374
0.1651032;1.323333;-0.1108919
0.165155;1.323484;-0.1109955
0.1654682;1.323759;-0.1112823
0.1656215;1.323846;-0.111425
0.1658432;1.323983;-0.1117237
0.1659604;1.323959;-0.1119086
0.166092;1.323906;-0.1121048
0.1663067;1.323787;-0.1124729
0.1663422;1.32373;-0.112587
0.1663376;1.323424;-0.1127992
0.1663409;1.323163;-0.1129513
0.1664143;1.322656;-0.1132623
0.1664436;1.322468;-0.1133894
0.1664765;1.322256;-0.1135084
0;0;0
0;0;0
0.166336;1.321223;-0.1141053
0;0;0
0;0;0
0;0;0
0;0;0
