Timestamp; Position; ID
4.74;(-0.01984098, 1.55941500, 0.07414322);237
4.76;(-0.01816068, 1.58073900, 0.07083041);238
4.78;(-0.01663287, 1.60073300, 0.06715791);239
4.8;(-0.01524994, 1.61862600, 0.06375380);240
4.82;(-0.01395659, 1.63490700, 0.06034529);241
4.84;(-0.01337071, 1.64195800, 0.05861273);242
4.86;(-0.01220638, 1.65445500, 0.05513242);243
4.88;(-0.01112020, 1.66473900, 0.05159569);244
4.9;(-0.01019930, 1.67337200, 0.04803370);245
4.92;(-0.00974890, 1.68007700, 0.04486569);246
4.94;(-0.00977082, 1.68263000, 0.04342811);247
4.96;(-0.00990044, 1.68707900, 0.04037729);248
4.98;(-0.01003692, 1.69023400, 0.03749922);249
5;(-0.01028429, 1.69210200, 0.03501315);250
5.02;(-0.01084102, 1.69343000, 0.03283782);251
5.04;(-0.01112150, 1.69387900, 0.03177683);252
5.06;(-0.01168378, 1.69424700, 0.02980932);253
5.08;(-0.01213127, 1.69402800, 0.02810050);254
5.1;(-0.01259626, 1.69329600, 0.02697165);255
5.12;(-0.01303689, 1.69260100, 0.02651621);256
5.14;(-0.01311175, 1.69231000, 0.02661627);257
5.16;(-0.01324105, 1.69224000, 0.02737181);258
5.18;(-0.01356247, 1.69187400, 0.02738237);259
5.2;(-0.01320575, 1.69060100, 0.03050913);260
5.22;(-0.01310176, 1.68738500, 0.03262350);261
5.24;(-0.01324613, 1.68522500, 0.03383458);262
5.26;(-0.01370638, 1.67994300, 0.03638058);263
5.28;(-0.01399463, 1.67302000, 0.03926978);264
5.3;(-0.01431093, 1.66317000, 0.04235813);265
5.32;(-0.01468034, 1.64994900, 0.04554863);266
5.34;(-0.01489792, 1.64190300, 0.04704168);267
5.36;(-0.01566288, 1.62377500, 0.04922541);268
5.38;(-0.01625410, 1.60482100, 0.05087161);269
5.4;(-0.01648933, 1.58386300, 0.05213309);270
5.42;(-0.01657565, 1.57279500, 0.05287702);271
5.44;(-0.01670766, 1.54986300, 0.05461547);272
5.46;(-0.01657266, 1.52635700, 0.05692485);273
5.48;(-0.01653945, 1.50162600, 0.05931540);274
5.5;(-0.01632792, 1.47349000, 0.06167977);275
5.52;(-0.01635889, 1.44421600, 0.06347844);276
5.54;(-0.01636080, 1.42973800, 0.06435572);277
5.56;(-0.01641289, 1.40150400, 0.06682406);278
5.58;(-0.01697446, 1.37333200, 0.07049360);279
5.6;(-0.01756364, 1.34390400, 0.07476548);280
5.62;(-0.01784633, 1.32900000, 0.07679436);281
5.64;(-0.01862225, 1.29921200, 0.08086694);282
5.66;(-0.01992435, 1.27029800, 0.08506473);283
5.68;(-0.02156411, 1.24273800, 0.08907688);284
5.7;(-0.02317555, 1.21515900, 0.09308478);285
5.72;(-0.02388249, 1.20134300, 0.09508330);286
5.74;(-0.02530913, 1.17479700, 0.09863978);287
5.76;(-0.02677401, 1.14908000, 0.10187640);288
5.78;(-0.02805756, 1.12472400, 0.10456920);289
5.8;(-0.02925675, 1.10123900, 0.10665170);290
5.82;(-0.02977833, 1.08981800, 0.10724280);291
5.84;(-0.03096490, 1.06758400, 0.10827380);292
5.86;(-0.03209210, 1.04589500, 0.10897230);293
5.88;(-0.03278694, 1.02565000, 0.10914000);294
5.9;(-0.03377248, 1.00670000, 0.10929990);295
5.92;(-0.03414294, 0.99786970, 0.10895140);296
5.94;(-0.03484382, 0.98079030, 0.10796420);297
5.96;(-0.03568873, 0.96416350, 0.10680990);298
5.98;(-0.03589504, 0.94820490, 0.10524780);299
6;(-0.03633373, 0.93358330, 0.10335690);300
6.02;(-0.03674783, 0.92710600, 0.10244680);301
6.04;(-0.03744442, 0.91672850, 0.10019670);302
6.06;(-0.03838928, 0.90758650, 0.09872970);303
6.08;(-0.03892170, 0.90044180, 0.09696560);304
6.1;(-0.03944373, 0.89837830, 0.09531284);305
6.12;(-0.03961584, 0.89935190, 0.09487501);306
6.14;(-0.04004066, 0.90435190, 0.09432242);307
6.16;(-0.04053752, 0.91340210, 0.09399176);308
6.18;(-0.04081709, 0.92565080, 0.09390272);309
6.2;(-0.04118701, 0.94098900, 0.09429116);310
6.22;(-0.04123676, 0.94955610, 0.09443967);311
6.24;(-0.04126671, 0.96762590, 0.09448607);312
6.26;(-0.04107397, 0.98738500, 0.09409040);313
6.28;(-0.04115491, 1.00828400, 0.09313681);314
6.3;(-0.04129776, 1.03082000, 0.09166875);315
6.32;(-0.04123300, 1.04286300, 0.09064206);316
6.34;(-0.04090368, 1.06726700, 0.08853418);317
6.36;(-0.04015797, 1.09153300, 0.08589372);318
6.38;(-0.03910322, 1.11671300, 0.08289976);319
6.4;(-0.03757148, 1.14281200, 0.07977613);320
6.42;(-0.03663795, 1.15614500, 0.07814240);321
6.44;(-0.03480490, 1.18314200, 0.07482285);322
6.46;(-0.03273799, 1.21108700, 0.07138020);323
6.48;(-0.03082847, 1.23925500, 0.06796721);324
6.5;(-0.02892148, 1.26775100, 0.06472112);325
6.52;(-0.02801277, 1.28233000, 0.06312540);326
6.54;(-0.02607396, 1.31190100, 0.06013422);327
6.56;(-0.02425646, 1.34155100, 0.05732521);328
6.58;(-0.02289754, 1.37146800, 0.05460306);329
6.6;(-0.02226221, 1.38649000, 0.05335908);330
6.62;(-0.02114672, 1.41753600, 0.05082317);331
6.64;(-0.02008364, 1.44807000, 0.04858414);332
6.66;(-0.01931612, 1.47793000, 0.04623146);333
6.68;(-0.01908566, 1.50720800, 0.04385003);334
6.7;(-0.01907911, 1.52158100, 0.04259411);335
6.72;(-0.01922768, 1.54918300, 0.04057278);336
6.74;(-0.01952145, 1.57486200, 0.03848689);337
6.76;(-0.01988695, 1.59809100, 0.03653048);338
6.78;(-0.02037871, 1.61845400, 0.03461456);339
6.8;(-0.02067243, 1.62753700, 0.03374781);340
6.82;(-0.02119533, 1.64405900, 0.03200380);341
6.84;(-0.02183886, 1.65767400, 0.03042465);342
6.86;(-0.02254209, 1.66831400, 0.02894989);343
6.88;(-0.02290725, 1.67629300, 0.02754783);344
6.9;(-0.02299343, 1.67961500, 0.02683303);345
6.92;(-0.02304287, 1.68577300, 0.02541177);346
6.94;(-0.02327025, 1.69073100, 0.02422061);347
6.96;(-0.02335971, 1.69451300, 0.02323656);348
6.98;(-0.02349384, 1.69731600, 0.02237893);349
7;(-0.02342539, 1.69846000, 0.02201025);350
7.02;(-0.02329145, 1.70051500, 0.02154341);351
7.04;(-0.02311623, 1.70236900, 0.02125419);352
7.06;(-0.02308241, 1.70322000, 0.02124034);353
7.08;(-0.02308077, 1.70325700, 0.02117943);354
7.1;(-0.02300293, 1.70282400, 0.02100513);355
7.12;(-0.02299703, 1.70282600, 0.02094253);356
7.14;(-0.02317067, 1.70109300, 0.02116591);357
7.16;(-0.02339956, 1.69906700, 0.02200514);358
7.18;(-0.02345179, 1.69819600, 0.02321887);359
7.2;(-0.02339948, 1.69805700, 0.02401179);360
7.22;(-0.02329406, 1.69781000, 0.02578642);361
7.24;(-0.02292318, 1.69690100, 0.02796370);362
7.26;(-0.02229905, 1.69485800, 0.03027595);363
7.28;(-0.02153738, 1.69117500, 0.03280941);364
7.3;(-0.02100052, 1.68858800, 0.03417408);365
7.32;(-0.01944215, 1.68230100, 0.03697241);366
7.34;(-0.01794481, 1.67384800, 0.04010908);367
7.36;(-0.01656429, 1.66300900, 0.04288383);368
7.38;(-0.01594391, 1.65630000, 0.04413252);369
7.4;(-0.01459552, 1.64118900, 0.04636729);370
7.42;(-0.01318159, 1.62259500, 0.04866904);371
7.44;(-0.01197065, 1.60104500, 0.05080454);372
7.46;(-0.01108242, 1.57823100, 0.05271788);373
7.48;(-0.01028382, 1.55447400, 0.05529146);374
7.5;(-0.01013147, 1.54222900, 0.05675150);375
7.52;(-0.00989083, 1.51609300, 0.06015044);376
7.54;(-0.00935056, 1.48858700, 0.06341041);377
